timeframe,timeframe_name,rank,rank_name,ranking,heroid,name,roles,lanes,win_rate_pct,pick_rate_pct,ban_rate_pct,meta_score,tier,counter_1,counter_2,counter_3,counter_4,counter_5,synergy_1,synergy_2,synergy_3,synergy_4,synergy_5,avatar_url
1d,Past 1 day,mythical_glory,Mythical Glory+,34,117,Fredrinn,"Fighter, Tank",Jungle,51.53,1.14,3.42,35.4,B,Jawhead,Zhask,Roger,Alucard,Estes,Jawhead,Leomord,Lancelot,Bane,Popol and Kupa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_dea170bfd5f26c41fb04e5edf72afedb.png
1d,Past 1 day,mythical_glory,Mythical Glory+,35,104,Gloo,Tank,"Exp Lane, Roam",51.45,1.1,15.71,42.5,B,Jawhead,Lolita,Phoveus,Hylos,Gatotkaca,Minsitthar,Bane,Gatotkaca,Cici,Argus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_642/100_c472fe0233e5ef84a3ac9ba4a229d09f.png
1d,Past 1 day,mythical_glory,Mythical Glory+,36,121,Ixia,Marksman,Gold Lane,51.31,0.83,2.62,33.2,B,Phoveus,Zhask,Roger,Leomord,Cyclops,Karrie,Natan,Obsidia,Irithel,Lesley,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f070d82521ecd2e14d4ef3f25880830a.png
1d,Past 1 day,mythical_glory,Mythical Glory+,37,114,Melissa,Marksman,Gold Lane,51.3,0.47,1.81,31.2,B,Popol and Kupa,Lolita,Faramis,Karina,Wanwan,Lesley,Brody,Miya,Granger,Beatrix,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_1fa7436301fea3f13fbcd4772051d22d.png
1d,Past 1 day,mythical_glory,Mythical Glory+,38,91,Cecilion,Mage,Mid Lane,51.29,0.9,0.12,31.9,B,Phoveus,Luo Yi,Hilda,Yin,Silvanna,Aurora,Vexana,Balmond,Bane,Zhask,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_045399c265021d47da6512e6de20b64f.png
1d,Past 1 day,mythical_glory,Mythical Glory+,39,29,Ruby,Fighter,Exp Lane,51.21,0.39,0.02,29.6,C,Faramis,Bane,Chip,Zilong,Roger,Hilda,Arlott,Sun,Uranus,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4b96c75b136290576d849309722d4d20.png
1d,Past 1 day,mythical_glory,Mythical Glory+,40,17,Fanny,Assassin,Jungle,51.1,0.83,3.97,33.4,B,Wanwan,Zilong,Jawhead,Helcurt,Silvanna,Ling,Luo Yi,Joy,Hayabusa,Terizla,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3391df36d6dcc54dd1c417098e15ec59.png
1d,Past 1 day,mythical_glory,Mythical Glory+,41,32,Johnson,"Tank, Support",Roam,50.94,0.32,0.87,29.2,C,Jawhead,Helcurt,Valentina,Hylos,Silvanna,Khaleed,Chip,Marcel,Kaja,Diggie,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_85ff988c6660b4d04f8dd3d40df988bb.png
1d,Past 1 day,mythical_glory,Mythical Glory+,42,13,Clint,Marksman,Gold Lane,50.94,1.32,0.77,33.1,B,Khaleed,Luo Yi,Zilong,Edith,Jawhead,Brody,Obsidia,Karrie,Miya,Popol and Kupa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5a8345c69a4c9c611fdfce91089fe74a.png
1d,Past 1 day,mythical_glory,Mythical Glory+,43,112,Floryn,Support,Roam,50.83,2.21,23.36,49.9,A,Pharsa,Lancelot,Esmeralda,Hero #133,Rafaela,Marcel,Tigreal,Kalea,Grock,Johnson,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5a57b91e4914cf071a3849e352e530a5.png
1d,Past 1 day,mythical_glory,Mythical Glory+,44,80,Guinevere,Fighter,Exp Lane,50.73,1.19,1.88,32.7,B,Jawhead,Lancelot,Chang'e,Martis,Franco,Terizla,Lapu-Lapu,Aldous,Sun,Ruby,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_901bdd5d4432a2c0290dfc71df615a5a.png
1d,Past 1 day,mythical_glory,Mythical Glory+,45,86,Lylia,Mage,Mid Lane,50.61,0.55,0.12,28.8,C,Zilong,Sun,Yve,Hero #133,Kalea,Zhask,Pharsa,Yve,Chang'e,Zetian,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_706573f138055c3df3df94948b4f26bd.png
1d,Past 1 day,mythical_glory,Mythical Glory+,46,52,Pharsa,Mage,Mid Lane,50.59,0.25,0.02,27.5,C,Roger,Zilong,Lolita,Chang'e,Aamon,Luo Yi,Valir,Lylia,Zhuxin,Lunox,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_10151d43910e62f7aa9ce08df481a20f.png
1d,Past 1 day,mythical_glory,Mythical Glory+,47,12,Bruno,Marksman,Gold Lane,50.49,1.13,0.61,31.1,B,Balmond,Wanwan,Harith,Fanny,Cici,Layla,Wanwan,Granger,Hilda,Chip,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ff39deb9c6afec3d977fdbe9d86f78cb.png
1d,Past 1 day,mythical_glory,Mythical Glory+,48,30,Yi Sun-shin,"Assassin, Marksman",Jungle,50.49,2.66,25.03,51.9,A,Luo Yi,Phoveus,Chip,Grock,Diggie,Lancelot,Natalia,Zilong,Silvanna,Hayabusa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_961378be3f498d42c25b3defd1635ad1.png
1d,Past 1 day,mythical_glory,Mythical Glory+,49,118,Joy,Assassin,Jungle,50.33,0.36,0.11,27.3,C,Jawhead,Akai,Khaleed,Vale,Lylia,Roger,Balmond,Popol and Kupa,Julian,Lancelot,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d3a3a55c22000ae78732fed8cba2efef.png
1d,Past 1 day,mythical_glory,Mythical Glory+,50,34,Estes,Support,Roam,50.25,0.65,15.46,37.5,B,Hayabusa,Zilong,Lylia,Lolita,Balmond,Kaja,Phoveus,Grock,Tigreal,Gord,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ff4de3b0aabd1d2f6e184db1c831f6a9.png
1d,Past 1 day,mythical_glory,Mythical Glory+,51,51,Helcurt,Assassin,Jungle,50.17,0.26,0.87,27.0,C,Faramis,Grock,Natalia,Khaleed,Benedetta,Mathilda,Thamuz,Vale,Joy,Diggie,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6abf0c552b59b8ca4cbc1af3662ef176.png
1d,Past 1 day,mythical_glory,Mythical Glory+,52,130,Obsidia,Marksman,Gold Lane,49.98,3.03,9.99,43.1,B,Hilda,Helcurt,Kalea,Nana,Natalia,Wanwan,Clint,Lesley,Ixia,Claude,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_9c3daef5625bfade5c4cb8a219845dd3.png
1d,Past 1 day,mythical_glory,Mythical Glory+,53,107,Natan,Marksman,Gold Lane,49.93,0.55,0.13,27.1,C,Zilong,Vale,Faramis,Layla,Natalia,Karrie,Jawhead,Lancelot,Ixia,Hylos,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da02742f59013365923b216420bc4082.png
1d,Past 1 day,mythical_glory,Mythical Glory+,54,84,Ling,Assassin,Jungle,49.82,1.15,1.4,30.0,B,Yve,Luo Yi,Balmond,Hilda,Harith,Baxia,Hanzo,Fanny,Hero #133,Martis,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_017bade52b9fc94bbc12615de6d75c08.png
1d,Past 1 day,mythical_glory,Mythical Glory+,55,94,Popol and Kupa,Marksman,"Jungle, Gold Lane",49.73,0.23,0.1,25.3,C,Joy,Dyrroth,Helcurt,Edith,Aldous,Faramis,Joy,Roger,Harley,Martis,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_1acbb23b9a50f412104047a60eb18808.png
1d,Past 1 day,mythical_glory,Mythical Glory+,56,71,Kimmy,"Marksman, Mage",,49.62,0.63,0.21,26.7,C,Khaleed,Akai,Gatotkaca,Vale,Dyrroth,Aurora,Vale,Chang'e,Wanwan,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_642/100_61295dfefd369004e5e4a7f4fc86647b.png
1d,Past 1 day,mythical_glory,Mythical Glory+,57,89,Wanwan,Marksman,Gold Lane,49.47,0.08,0.02,24.0,C,Bane,Kalea,Akai,Yve,Joy,Karrie,Gatotkaca,Claude,Moskov,Obsidia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_44bfa1dc44deb8d7620605faaa9ffae7.png
1d,Past 1 day,mythical_glory,Mythical Glory+,58,131,Sora,"Fighter, Assassin",Exp Lane,49.36,0.9,0.67,27.4,C,Johnson,Minsitthar,Alucard,Pharsa,Phoveus,Roger,Alucard,Lolita,Dyrroth,Thamuz,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_40/100_8143d7bbd4318d7c699908e808de885e.png
1d,Past 1 day,mythical_glory,Mythical Glory+,59,119,Novaria,Mage,Mid Lane,49.34,1.65,0.89,30.5,B,Baxia,X.Borg,Khaleed,Uranus,Valir,Vexana,Yve,Valentina,Gatotkaca,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_57eeea6d5bd8d21229de8df79751db9f.png
1d,Past 1 day,mythical_glory,Mythical Glory+,60,56,Gusion,Assassin,"Jungle, Mid Lane",49.27,1.1,1.93,28.7,C,Balmond,Bane,X.Borg,Lunox,Valentina,Martis,Joy,Aldous,Lancelot,Akai,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c6cd232de60da5372a7101a203e56554.png
1d,Past 1 day,mythical_glory,Mythical Glory+,61,31,Moskov,Marksman,Gold Lane,49.22,1.18,0.16,27.9,C,Vale,Baxia,Hilda,Johnson,Pharsa,Claude,Wanwan,Roger,Vale,Karrie,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_a60a866ab6752a7f66766e720da987ea.png
1d,Past 1 day,mythical_glory,Mythical Glory+,62,7,Alucard,"Fighter, Assassin",Jungle,49.01,0.33,0.15,23.9,C,Terizla,Wanwan,Joy,Natalia,Lolita,Lolita,Hanzo,Terizla,Lancelot,Jawhead,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0f51b6906e08897aa02330d65b0deeac.png
1d,Past 1 day,mythical_glory,Mythical Glory+,63,1,Miya,Marksman,Gold Lane,49.01,1.33,2.99,29.7,C,Terizla,Popol and Kupa,Roger,Zilong,Lolita,Melissa,Jawhead,Clint,Gatotkaca,Pharsa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da894b37bfb5cadb32307f371f31918a.png
1d,Past 1 day,mythical_glory,Mythical Glory+,64,99,Barats,"Tank, Fighter",Jungle,49.0,1.45,10.05,34.3,B,Faramis,Thamuz,Zilong,Silvanna,Cyclops,Zilong,Lolita,Chang'e,Gatotkaca,Sun,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6495be044c2d28106e200f6918391d54.png
1d,Past 1 day,mythical_glory,Mythical Glory+,65,50,Zhask,Mage,Mid Lane,48.87,0.17,0.04,22.9,C,Phoveus,Pharsa,Hylos,Kalea,Popol and Kupa,Vale,Lylia,Zhuxin,Terizla,Kagura,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d8f170087cb2d5b71bb22a0a4664a927.png
1d,Past 1 day,mythical_glory,Mythical Glory+,66,45,Argus,Fighter,Exp Lane,48.8,0.48,0.41,24.2,C,Hilda,Lunox,Vale,Uranus,Valentina,Edith,Wanwan,Hilda,Sun,Layla,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0bd96658e5b8ec578226ea1622bd7231.png
1d,Past 1 day,mythical_glory,Mythical Glory+,67,15,Eudora,Mage,Mid Lane,48.59,2.04,56.08,59.7,A,Terizla,Luo Yi,Bane,Silvanna,Aldous,Aurora,Gord,Vale,Chang'e,Kagura,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_60956060c4cbb86f3c6343da05b70568.png
1d,Past 1 day,mythical_glory,Mythical Glory+,68,67,Leomord,Fighter,Jungle,48.55,0.52,0.16,23.5,C,Kalea,Bane,Zhask,Faramis,Lylia,Lancelot,Hayabusa,Saber,Roger,Fredrinn,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_554cdf13a7587fe08c5deed60132c61c.png
1d,Past 1 day,mythical_glory,Mythical Glory+,69,111,Edith,"Tank, Marksman","Exp Lane, Roam",48.5,0.31,0.12,22.5,C,Wanwan,Yve,Irithel,Yin,Baxia,Argus,Lolita,Lapu-Lapu,Dyrroth,Chang'e,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_daab57918de01a6d5bb2ed6f45808a7e.png
1d,Past 1 day,mythical_glory,Mythical Glory+,70,127,Lukas,Fighter,"Exp Lane, Jungle",48.5,1.4,66.71,56.8,A,Roger,Silvanna,Vale,Hilda,Kalea,Lancelot,Lolita,Zilong,Vale,Terizla,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_20/100_63040edd0cf15b815fcbbb8b2d08d7f7.png
1d,Past 1 day,mythical_glory,Mythical Glory+,71,20,Lolita,"Support, Tank",Roam,48.43,0.09,0.21,21.6,C,Grock,Jawhead,Layla,Khaleed,Luo Yi,Khufra,Martis,Kaja,Alucard,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_474cea36a4bfdc7bf7d94530853a99b2.png
1d,Past 1 day,mythical_glory,Mythical Glory+,72,126,Suyou,"Assassin, Fighter",Jungle,48.09,1.26,0.39,25.5,C,Luo Yi,Khaleed,Layla,Phoveus,Faramis,Lancelot,Aamon,Hilda,Pharsa,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_20/100_5e4ca70172332dde18bb1dc158ccc5c8.png
1d,Past 1 day,mythical_glory,Mythical Glory+,73,100,Brody,Marksman,Gold Lane,48.07,1.36,1.51,26.5,C,Luo Yi,Lancelot,Jawhead,Hilda,X.Borg,Melissa,Clint,Karrie,Beatrix,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f18e45a9a4cb45897e1f614593ff4497.png
1d,Past 1 day,mythical_glory,Mythical Glory+,74,128,Kalea,"Support, Fighter",Roam,47.77,0.17,0.23,20.2,C,Zilong,Luo Yi,Faramis,Chip,Nana,Grock,Bane,Diggie,Roger,Marcel,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_64/100_4f3d4649e301c76daf20bd8811f3095c.png
1d,Past 1 day,mythical_glory,Mythical Glory+,75,115,Xavier,Mage,Mid Lane,47.74,0.64,0.04,21.9,C,Chip,Valir,Wanwan,Roger,Joy,Zetian,Aurora,Gord,Lolita,Mathilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_df0a8dfc494f85ed9bbc4512cc1e5d3c.png
1d,Past 1 day,mythical_glory,Mythical Glory+,76,106,Phoveus,Fighter,Exp Lane,47.68,0.18,0.07,20.0,C,Lolita,Hilda,Luo Yi,Yve,Silvanna,Gatotkaca,Silvanna,Balmond,Estes,Tigreal,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_06/100_af21c0dd8b5308c27974bff900803a9a.png
1d,Past 1 day,mythical_glory,Mythical Glory+,77,4,Alice,"Tank, Mage","Exp Lane, Jungle",47.65,1.0,1.18,23.8,C,Khaleed,Phoveus,Franco,Akai,Faramis,Jawhead,Aldous,Alpha,Johnson,Aurora,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_18300163a5a912a84adb52b8d59b4618.png
1d,Past 1 day,mythical_glory,Mythical Glory+,78,102,Mathilda,"Support, Assassin",Roam,47.62,0.49,1.05,21.7,C,Vale,Chang'e,Yve,X.Borg,Harley,Chip,Franco,Helcurt,Terizla,Kalea,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_24d08ed788a9f5984bcf3b732ddcaf04.png
1d,Past 1 day,mythical_glory,Mythical Glory+,79,26,Chou,Fighter,"Exp Lane, Roam",47.56,0.57,0.58,21.5,C,Luo Yi,Lolita,Roger,Aldous,Lylia,Bane,X.Borg,Wanwan,Roger,Lapu-Lapu,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_158209b180032c4564b8f3bde8c48888.png
1d,Past 1 day,mythical_glory,Mythical Glory+,80,123,Cici,Fighter,Exp Lane,47.52,0.5,0.28,21.0,C,Bane,Jawhead,Phoveus,Vale,Kalea,Uranus,Arlott,Lapu-Lapu,Gatotkaca,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_60e3e11da30f404c77fff9e22d3bdc72.png
1d,Past 1 day,mythical_glory,Mythical Glory+,81,76,Faramis,"Support, Mage",Mid Lane,47.5,0.15,0.21,19.5,D,Franco,Bane,Hanzo,Vale,Freya,Yve,Wanwan,Minsitthar,Popol and Kupa,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_04e575d648d7f7ac1174f4369595c3a2.png
1d,Past 1 day,mythical_glory,Mythical Glory+,82,95,Yu Zhong,Fighter,Exp Lane,47.42,0.66,0.14,21.3,C,Luo Yi,Zhask,Hanabi,Minsitthar,Melissa,Luo Yi,Zilong,Freya,Popol and Kupa,Joy,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_9823ce4fe5eb89c0082b24f6d5ea67f6.png
1d,Past 1 day,mythical_glory,Mythical Glory+,83,85,Dyrroth,Fighter,"Exp Lane, Jungle",47.4,0.49,0.22,20.6,C,Kalea,Lolita,Uranus,Helcurt,Wanwan,Edith,Grock,Faramis,Terizla,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_8ec13b59871b2862d773beac2d69fa3e.png
1d,Past 1 day,mythical_glory,Mythical Glory+,84,42,Harley,"Assassin, Mage",Jungle,47.35,0.37,0.16,20.0,C,Pharsa,Lancelot,Alpha,Grock,Lapu-Lapu,Balmond,Chip,Popol and Kupa,Yve,Chang'e,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3aa6964c07a70f9b125da447f320e1ac.png
1d,Past 1 day,mythical_glory,Mythical Glory+,85,53,Lesley,"Marksman, Assassin",Gold Lane,47.27,0.98,1.49,23.0,C,Hilda,Yve,Lolita,Harley,Phoveus,Claude,Irithel,Melissa,Beatrix,Karrie,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_08770893183018333f54a98e63c41ee3.png
1d,Past 1 day,mythical_glory,Mythical Glory+,86,62,Kaja,"Support, Fighter",Roam,47.23,0.93,38.45,44.9,B,Kalea,Roger,Zilong,Nana,Franco,Lolita,Estes,Johnson,Vale,Kalea,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_a23983833ad5bee7c83422c8ff727115.png
1d,Past 1 day,mythical_glory,Mythical Glory+,87,68,Lunox,Mage,Mid Lane,47.19,0.45,0.04,19.8,D,Phoveus,Jawhead,Aldous,Wanwan,Zhuxin,Aurora,Chang'e,Pharsa,Zhuxin,Zetian,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_e162688afdcaf3f6498af30badfe31c5.png
1d,Past 1 day,mythical_glory,Mythical Glory+,88,81,Esmeralda,"Tank, Mage",Exp Lane,46.98,1.0,2.01,22.7,C,Jawhead,Zhask,Karina,Lolita,Pharsa,Uranus,Zilong,Jawhead,Hanzo,Marcel,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4661a64a2c6b724e7b67032fcbface27.png
1d,Past 1 day,mythical_glory,Mythical Glory+,89,70,Belerick,Tank,Roam,46.86,2.06,51.62,55.4,A,Vale,Silvanna,Layla,Martis,Jawhead,Kalea,Zilong,Tigreal,Angela,Thamuz,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5f2a9eca0bafd4ed8dc39a93c771b3af.png
1d,Past 1 day,mythical_glory,Mythical Glory+,90,43,Irithel,Marksman,Gold Lane,46.7,0.37,0.04,18.3,D,Wanwan,Baxia,Silvanna,Alucard,Sora,Lesley,Harith,Ixia,Beatrix,Popol and Kupa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_a7c51b517dbce49dac4e537bd4ab4f87.png
1d,Past 1 day,mythical_glory,Mythical Glory+,91,60,Hanabi,Marksman,Gold Lane,46.65,0.67,0.94,19.9,D,Gatotkaca,Chip,Tigreal,Bane,Harith,Granger,Kalea,Harith,Lesley,Mathilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_8a9c1966feb34e85d7bdcc1ed01ffb5d.png
1d,Past 1 day,mythical_glory,Mythical Glory+,92,65,Claude,Marksman,Gold Lane,46.61,0.76,0.05,19.6,D,Yve,Franco,Tigreal,Chang'e,Edith,Lesley,Moskov,Wanwan,Obsidia,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_e1097b9d3e1d5e9f14600d32e8b18acd.png
1d,Past 1 day,mythical_glory,Mythical Glory+,93,103,Paquito,"Fighter, Assassin",Exp Lane,46.61,2.45,36.59,48.3,A,X.Borg,Yve,Kalea,Aldous,Yu Zhong,Wanwan,Zilong,Chang'e,Vale,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_e2b6d9c6d82b4a27f0bb2710c8ead3e8.png
1d,Past 1 day,mythical_glory,Mythical Glory+,94,37,Lapu-Lapu,Fighter,Exp Lane,46.56,0.41,0.03,18.0,D,Zilong,Jawhead,X.Borg,Tigreal,Edith,Jawhead,Minsitthar,Cici,Edith,Vale,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_28036c4584c914c5aad4d2feeafb2452.png
1d,Past 1 day,mythical_glory,Mythical Glory+,95,57,Valir,Mage,Mid Lane,46.35,0.54,0.42,18.3,D,Faramis,Jawhead,Martis,Ruby,Edith,Vale,Pharsa,Yve,Gord,Kadita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_bf16690876761b80822df90eb3320d69.png
1d,Past 1 day,mythical_glory,Mythical Glory+,96,36,Aurora,Mage,Mid Lane,46.18,0.29,0.04,16.7,D,Baxia,Balmond,Layla,Chang'e,Kalea,Lunox,Xavier,Eudora,Cecilion,Chip,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f9b2be0150361018bb98f941b9667c42.png
1d,Past 1 day,mythical_glory,Mythical Glory+,97,72,Thamuz,Fighter,Exp Lane,46.04,0.31,0.18,16.5,D,Baxia,Balmond,Valentina,Benedetta,Helcurt,Aldous,Lolita,Helcurt,Bane,Yin,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_b5ad55e408b68acf6a86e7ff76f5f569.png
1d,Past 1 day,mythical_glory,Mythical Glory+,98,41,Gatotkaca,"Tank, Fighter","Roam, Exp Lane",45.78,0.21,0.06,15.3,D,Luo Yi,Akai,Lolita,Diggie,Sora,Wanwan,Natalia,Phoveus,Balmond,Cici,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_96f9dbbc096e0f0a28f9b9e587d06a9c.png
1d,Past 1 day,mythical_glory,Mythical Glory+,99,98,Khaleed,Fighter,"Exp Lane, Roam",45.72,0.13,0.02,14.8,D,Luo Yi,Terizla,Vale,Grock,Baxia,Chip,Johnson,Zilong,Sun,Lancelot,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_540a6a9d343842674ce002082366ec9d.png
1d,Past 1 day,mythical_glory,Mythical Glory+,100,96,Luo Yi,Mage,Mid Lane,45.48,0.13,0.03,14.2,D,Zilong,Wanwan,Helcurt,Balmond,Dyrroth,Zetian,Vexana,Pharsa,Valentina,Yve,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_103541726507f5ce102689f04fe215e8.png
1d,Past 1 day,mythical_glory,Mythical Glory+,101,66,Vale,Mage,Mid Lane,45.47,0.14,0.02,14.2,D,Zilong,Chang'e,Jawhead,Zhask,Bane,Valir,Zhask,Zhuxin,Eudora,Wanwan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2a7a8d1531a1c4f8524880413535348d.png
1d,Past 1 day,mythical_glory,Mythical Glory+,102,8,Karina,Assassin,Jungle,45.33,0.36,0.55,15.1,D,Chip,Lolita,Minsitthar,Terizla,Grock,Hero #133,Alpha,Jawhead,Natalia,Lapu-Lapu,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f49394186dc0e55d545da8377be83280.png
1d,Past 1 day,mythical_glory,Mythical Glory+,103,82,Terizla,"Fighter, Tank",Exp Lane,45.3,0.17,0.02,13.9,D,Julian,Zilong,Jawhead,Joy,Cyclops,Zhask,Zilong,Bane,Martis,Alucard,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c4bb270c28c7be663f57e993b0d6d3d8.png
1d,Past 1 day,mythical_glory,Mythical Glory+,104,33,Cyclops,Mage,Mid Lane,45.09,0.32,0.07,14.0,D,Layla,Kalea,Bane,Valentina,Gatotkaca,Chang'e,Yve,Pharsa,Minsitthar,Jawhead,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_68da456f9c01b2f88d29ee320db181ed.png
1d,Past 1 day,mythical_glory,Mythical Glory+,105,9,Akai,Tank,Roam,44.71,0.27,0.31,13.0,D,Edith,Vale,Chip,Lolita,Benedetta,Tigreal,Wanwan,Gatotkaca,Vale,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_28f223447f0174336ff0922d364d81d3.png
1d,Past 1 day,mythical_glory,Mythical Glory+,106,21,Hayabusa,Assassin,Jungle,44.69,0.58,0.28,14.2,D,Roger,Balmond,Lolita,Thamuz,X.Borg,Leomord,Baxia,Bane,Hero #133,Jawhead,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9cc074562291a02644a0ddae28eeaa42.png
1d,Past 1 day,mythical_glory,Mythical Glory+,107,74,Minsitthar,Fighter,"Exp Lane, Roam",44.69,0.31,1.35,13.8,D,Phoveus,Zilong,Aldous,Hilda,Saber,Lapu-Lapu,Jawhead,Faramis,Kalea,Hylos,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c5d24a1dad6cef21de2698a4ed1d80ce.png
1d,Past 1 day,mythical_glory,Mythical Glory+,108,116,Julian,"Assassin, Fighter",Jungle,44.41,0.41,0.07,12.7,D,Edith,Hilda,Joy,Gloo,Cici,Joy,Argus,Saber,Baxia,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5511ddc0ad2789b525f32ef572b017eb.png
1d,Past 1 day,mythical_glory,Mythical Glory+,109,27,Sun,Fighter,"Exp Lane, Jungle",44.37,0.42,1.49,13.5,D,Baxia,Wanwan,Luo Yi,Layla,Cici,Khaleed,Terizla,Argus,Ruby,Pharsa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_117b5cdcc13232157075ce7b7f6177e9.png
1d,Past 1 day,mythical_glory,Mythical Glory+,110,58,Martis,Fighter,Jungle,44.35,0.29,0.08,12.1,D,Natalia,Chip,Vale,Popol and Kupa,Wanwan,Lolita,Terizla,Kalea,Popol and Kupa,Khaleed,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_cc8124b0eb6ca22d950b000744d69fbf.png
